"age","gender","mother.tongue","genre","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","liked","disliked","emotional_intensity","positive_score","negative_score","emotion_direction","sentiment_score","age_group"
51,"Male","Dutch","classical",0,1,0,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"50+"
60,"Male","English","rock",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
24,"Female","Dutch","electronic",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
20,"Male","Dutch","rock",0,0,1,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
23,"Female","English","classical",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
25,"Female","English","rock",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
23,"Male","Italian","electronic",1,0,0,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
18,"Female","Russian","pop",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
29,"Male","Russian","pop",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
54,"Male","Italian","electronic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"50+"
27,"Female","Finnish","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
22,"Male","Dutch","electronic",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
17,"Female","Finnish","classical",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"13-18"
74,"Male","Dutch","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
33,"Male","Dutch","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
26,"Female","Russian","classical",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
14,"Female","Russian","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
36,"Male","Dutch","classical",0,0,0,0,0,1,1,1,0,1,0,3,2,1,"Positive",1,"36-50"
32,"Male","Dutch","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
30,"Male","English","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
31,"Male","Dutch","classical",1,0,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Male","English","rock",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
23,"Male","English","classical",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
47,"Male","Russian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
46,"Female","Dutch","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
29,"Female","Spanish","pop",0,1,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
32,"Female","Farsi","classical",0,1,1,0,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
22,"Male","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
26,"Female","Chinese","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
32,"Male","English","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
27,"Male","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
32,"Female","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
25,"Female","Russian","pop",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
44,"Male","Italian","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
24,"Male","Dutch","pop",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
46,"Male","Dutch","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
20,"Female","German","pop",0,0,1,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
19,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
27,"Female","English","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"26-35"
22,"Male","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
20,"Male","Portuguese","classical",0,0,0,0,1,0,1,0,0,0,1,2,2,0,"Positive",2,"19-25"
23,"Male","Dutch","rock",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
28,"Female","Russian","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"26-35"
51,"Male","English","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
16,"Female","Swedish","pop",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"13-18"
29,"Female","Russian","electronic",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
29,"Male","Dutch","classical",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
21,"Female","Estonian","electronic",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
32,"Male","English","pop",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
67,"Male","English","classical",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
25,"Female","Russian","rock",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"19-25"
30,"Male","Dutch","electronic",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
25,"Female","Ucrainian","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
21,"Male","Russian","pop",0,1,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
17,"Female","Finnish","rock",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"13-18"
24,"Female","English","rock",0,0,0,0,0,1,0,1,1,0,1,3,1,2,"Negative",-1,"19-25"
23,"Female","Czech","rock",0,0,1,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
27,"Male","Dutch","electronic",0,0,0,0,1,0,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
55,"Male","German","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"50+"
32,"Female","English","classical",0,1,0,0,0,1,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
37,"Male","German","pop",0,0,1,0,1,0,1,0,0,0,1,3,3,0,"Positive",3,"36-50"
35,"Female","English","rock",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
16,"Female","Chinese","pop",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"13-18"
74,"Male","Dutch","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
21,"Male","English","classical",1,0,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
41,"Female","Dutch","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
23,"Male","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
19,"Male","Russian","rock",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
21,"Female","Russian","rock",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
35,"Female","Danish","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"26-35"
50,"Male","Dutch","rock",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
20,"Male","Dutch","rock",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
33,"Male","German","classical",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
69,"Female","German","pop",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"50+"
62,"Female","French","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
24,"Female","Dutch","classical",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
51,"Male","English","classical",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
24,"Male","English","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
59,"Female","Russian","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
45,"Male","Korean","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
27,"Male","German","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
28,"Female","English","rock",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
30,"Female","English","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
19,"Male","English","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
25,"Female","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
26,"Male","English","electronic",0,0,0,0,1,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
17,"Male","Portuguese","rock",0,0,0,1,1,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
25,"Female","Russian","electronic",0,1,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"19-25"
34,"Male","Dutch","classical",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
46,"Female","Dutch","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
21,"Male","Russian","electronic",1,0,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
14,"Male","Dutch","rock",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
35,"Female","English","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
30,"Female","Russian","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
50,"Male","English","classical",0,0,0,1,0,1,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
57,"Female","English","classical",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"50+"
28,"Female","English","rock",0,0,1,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"26-35"
47,"Female","Dutch","pop",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
31,"Male","Dutch","classical",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
25,"Female","Russian","electronic",0,1,0,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
28,"Female","English","rock",0,0,0,1,1,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
23,"Female","English","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
27,"Male","English","rock",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
44,"Male","English","classical",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
23,"Female","English","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
22,"Female","French","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
49,"Male","English","classical",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
29,"Female","English","rock",0,0,0,0,0,1,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
31,"Male","English","electronic",0,1,0,0,0,1,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
38,"Male","Dutch","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
26,"Female","Dutch","classical",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
61,"Male","English","pop",0,0,1,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"50+"
22,"Female","English","electronic",0,0,0,0,1,0,1,0,1,0,1,3,2,1,"Positive",1,"19-25"
17,"Male","Dutch","pop",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
21,"Male","Dutch","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
27,"Female","Korean","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
70,"Female","English","classical",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"50+"
22,"Male","English","pop",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Female","Greek","rock",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
21,"Female","English","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
22,"Male","Polish","pop",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
31,"Male","Dutch","electronic",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"26-35"
50,"Female","Italian","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
42,"Male","Dutch","pop",1,0,1,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
34,"Male","English","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
64,"Male","English","rock",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
30,"Male","Dutch","rock",0,0,1,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
17,"Female","Dutch","rock",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"13-18"
33,"Male","Russian","electronic",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
30,"Male","Dutch","classical",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
26,"Male","English","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
27,"Female","English","rock",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"26-35"
17,"Female","Dutch","electronic",1,0,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
25,"Female","Russian","electronic",1,0,0,0,1,0,1,0,0,0,1,3,3,0,"Positive",3,"19-25"
23,"Male","French","rock",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
25,"Female","Russian","rock",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
14,"Female","Russian","pop",0,0,0,1,1,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
24,"Female","Dutch","classical",1,0,1,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
34,"Female","Polish","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
23,"Female","English","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
60,"Male","Dutch","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
45,"Male","English","pop",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
57,"Female","English","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
44,"Male","English","pop",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"36-50"
36,"Male","Italian","classical",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
32,"Male","Hindi","electronic",1,0,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
16,"Female","Russian","electronic",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"13-18"
27,"Female","Finnish","rock",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
36,"Male","English","electronic",1,0,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
73,"Male","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"50+"
19,"Female","English","electronic",0,1,0,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
29,"Female","English","pop",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
21,"Female","English","pop",1,0,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"19-25"
22,"Male","English","rock",0,0,1,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
25,"Male","Russian","pop",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
19,"Male","Romanian","rock",0,0,1,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
17,"Male","Norwegian","rock",1,1,0,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
37,"Male","Dutch","classical",0,1,1,0,0,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
19,"Male","English","rock",0,1,0,0,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
40,"Female","Dutch","classical",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
17,"Male","Norwegian","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"13-18"
21,"Female","Russian","pop",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
60,"Female","English","rock",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"50+"
33,"Male","English","pop",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
20,"Male","Dutch","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
26,"Male","Dutch","classical",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"26-35"
65,"Male","English","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
24,"Female","Slovenian","pop",0,0,0,0,1,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
30,"Male","Russian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
36,"Female","English","rock",0,0,0,1,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
21,"Female","English","classical",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
32,"Male","English","pop",0,0,0,0,1,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
14,"Female","English","classical",1,1,0,0,0,0,1,0,0,0,1,3,3,0,"Positive",3,"13-18"
30,"Female","English","rock",0,0,0,1,1,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
30,"Male","Hebrew","electronic",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
20,"Male","Dutch","classical",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"19-25"
21,"Female","English","classical",0,1,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
37,"Male","French","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
30,"Female","Russian","pop",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Male","Spanish","classical",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
29,"Male","English","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"26-35"
61,"Male","English","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"50+"
29,"Female","Greek","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
31,"Male","English","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
65,"Male","French","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
32,"Male","Russian","electronic",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"26-35"
26,"Female","Czech","classical",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
33,"Male","Dutch","electronic",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
17,"Male","Norwegian","pop",1,1,0,0,0,0,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
18,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"13-18"
20,"Male","English","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Male","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
19,"Male","Korean","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
59,"Female","Dutch","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
28,"Male","Russian","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
27,"Female","German","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
30,"Male","Dutch","pop",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"26-35"
31,"Female","Dutch","classical",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
21,"Female","Estonian","pop",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
26,"Female","Russian","classical",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
34,"Male","English","classical",0,0,0,1,0,1,0,1,0,0,1,3,2,1,"Positive",1,"26-35"
74,"Male","Dutch","rock",0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Positive",1,"50+"
24,"Female","Russian","classical",1,1,0,0,0,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
29,"Female","Romanian","rock",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
39,"Male","Spanish","electronic",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"36-50"
51,"Male","Dutch","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
20,"Female","Dutch","electronic",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
25,"Female","Russian","classical",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
26,"Male","German","classical",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
17,"Female","French","rock",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
25,"Male","French","classical",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
20,"Male","English","rock",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
43,"Female","English","pop",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
46,"Female","Dutch","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"36-50"
26,"Male","English","rock",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
22,"Male","Russian","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
25,"Female","English","classical",0,1,0,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
15,"Male","English","classical",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"13-18"
55,"Female","Italian","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
24,"Male","English","pop",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
23,"Male","English","rock",0,0,0,0,0,1,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
64,"Male","English","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"50+"
44,"Female","French","pop",0,0,1,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"36-50"
49,"Male","English","electronic",1,0,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
24,"Male","Portuguese","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
29,"Male","Portuguese","rock",1,0,0,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
